regulator,target
NRF1,ERP29
NRF1,CDC42SE2
NRF1,SAP30
NRF1,NFYC
NRF1,PKNOX1
NRF1,JUN
NRF1,KLF5
NRF1,SETD1A
NRF1,CTCF
NRF1,EP400
NRF1,VAMP3
NRF1,2200002D01RIK
NRF1,CPOX
NRF1,SLC39A7
NRF1,PDK1
NRF1,SRSF2
NRF1,CALU
NRF1,HDAC3
NRF1,PPIB
NRF1,ZFP819
NRF1,NR0B1
NRF1,STAG1
NRF1,GLIPR2
NRF1,RRBP1
NRF1,CHMP4B
NRF1,FUT8
NRF1,RCN3
NRF1,SDCBP
NRF1,THAP11
NRF1,RBBP5
NRF1,SSRP1
NRF1,TXNDC12
NRF1,SET
NRF1,GNPTAB
NRF1,GDPD5
NRF1,TSPAN9
NRF1,ATF7IP
NRF1,DPY30
NRF1,ACP6
NRF1,SALL4
NRF1,SELENOW
NRF1,HSPG2
NRF1,MAP1A
NRF1,TGOLN1
NRF1,ARPC5
NRF1,FBRSL1
NRF1,NID1
NRF1,TDG
NRF1,CTSD
NRF1,ATP6V0E
NRF1,PXDN
NRF1,BAZ1B
NRF1,GNAS
NRF1,SMC1A
NRF1,IFITM2
NRF1,SS18
NRF1,ARID3A
NRF1,RNF138
NRF1,RNF2
NRF1,RAB11A
NRF1,PRKCE
NRF1,KANSL3
NRF1,LGALS3
NRF1,UTP14A
NRF1,SELENOS
NRF1,ENOX1
NRF1,LAMA1
NRF1,FUT9
NRF1,TAF3
NRF1,SARAF
NRF1,HELB
NRF1,STAT3
NRF1,USP28
NRF1,IMPDH2
NRF1,B2M
NRF1,RPN1
NRF1,ARFIP1
NRF1,PDIA3
NRF1,YY1
NRF1,SIN3A
NRF1,HAP1
NRF1,GXYLT1
NRF1,MYC
NRF1,CCDC88C
NRF1,KDM1A
NRF1,ARF4
NRF1,LPAR2
NRF1,CTBP2
NRF1,GTF2B
NRF1,CLTC
NRF1,GDF3
NRF1,ZC3H11A
NRF1,PSEN1
NRF1,SURF4
NRF1,SOD1
NRF1,RAF1
NRF1,STT3A
NRF1,KDM2B
NRF1,NELFA
NRF1,HDAC1
NRF1,PLA2G15
NRF1,RAP1GDS1
NRF1,ZFP710
NRF1,TENM4
NRF1,CBX2
NRF1,TET3
NRF1,SUPT6
NRF1,BMPR2
NRF1,RETREG1
NRF1,BSG
NRF1,ADAM10
NRF1,HSP90AB1
NRF1,ETV4
NRF1,MYL6
NRF1,AARS
NRF1,PDIA6
NRF1,CBX8
NRF1,CDC73
NRF1,SUMO1
NRF1,KAT8
NRF1,XPNPEP1
NRF1,IKBIP
NRF1,APAF1
NRF1,SORD
NRF1,OAT
NRF1,KLF4
NRF1,FHDC1
NRF1,SLC7A6
NRF1,CDK8
NRF1,DNAJC3
NRF1,GALK1
NRF1,PTOV1
NRF1,SMARCA2
NRF1,KMT2D
NRF1,SEC11A
NRF1,MYBL2
NRF1,AEBP2
NRF1,GALNT7
NRF1,ELOB
NRF1,CBX3
NRF1,MTA2
NRF1,SPOCK1
NRF1,METTL3
NRF1,MOB3B
NRF1,MTF2
NRF1,E4F1
NRF1,PRDM15
NRF1,AKT1
NRF1,OGT
NRF1,TTC39B
NRF1,MBD2
NRF1,RPP25
NRF1,BRD9
NRF1,ARFGAP1
NRF1,KMT2C
NRF1,2410141K09RIK
NRF1,TDGF1
NRF1,TBX3
NRF1,ATP6V0A1
NRF1,MCM2
NRF1,MPRIP
NRF1,FGFR1
NRF1,SLC35F5
NRF1,FZD5
NRF1,DCLK2
NRF1,PTP4A1
NRF1,TCEA3
NRF1,LTBP4
NRF1,ZFP57
NRF1,PRDX4
NRF1,NCAPH2
NRF1,LMF2
NRF1,PHF5A
NRF1,LRRC58
NRF1,TBP
NRF1,TCF15
NRF1,CNOT3
NRF1,ANP32A
NRF1,IFITM1
NRF1,MEN1
NRF1,CTSL
NRF1,LRP2
NRF1,PAF1
NRF1,KMT2B
NRF1,ZFP143
NRF1,NR4A1
NRF1,MAPKAPK2
NRF1,MDN1
NRF1,ADNP
NRF1,QSOX1
NRF1,NOTUM
NRF1,TEX264
NRF1,ZFP384
NRF1,FNDC3B
NRF1,COL27A1
NRF1,PLAT
NRF1,POLE4
NRF1,GSR
NRF1,FBXO22
NRF1,FABP3
NRF1,EPAS1
NRF1,CALR
NRF1,SLC25A4
NRF1,P3H2
NRF1,NUP210
NRF1,APPBP2
NRF1,RCC2
NRF1,SSR1
NRF1,RASGRP2
NRF1,NR5A2
NRF1,CD63
NRF1,SHF
NRF1,DARS
NRF1,NMNAT2
NRF1,TAF1
NRF1,BRD4
NRF1,SUPT5
NRF1,CDK7
NRF1,ETV5
NRF1,TALDO1
NRF1,MKRN1
NRF1,LAMC1
NRF1,DDB1
NRF1,ZFP42
NRF1,PCOLCE2
NRF1,SIK1
NRF1,COMMD3
NRF1,LMNB1
NRF1,EHMT2
NRF1,SMARCAD1
NRF1,COTL1
NRF1,COLGALT1
NRF1,GORASP2
NRF1,MPHOSPH8
NRF1,FKBP9
NRF1,SEC23A
NRF1,VKORC1
NRF1,PRDX1
NRF1,OPLAH
NRF1,ZFYVE21
NRF1,DMAP1
NRF1,CHD7
NRF1,ELL2
NRF1,TMEM59
NRF1,SMAD3
NRF1,ZBTB2
NRF1,ITGB1
NRF1,NSD2
NRF1,IER2
NRF1,PDE4DIP
NRF1,TMED2
NRF1,REST
NRF1,HIP1
NRF1,FRMD4A
NRF1,CREB3L2
NRF1,ZYX
NRF1,TPM4
NRF1,SETD7
NRF1,CXXC1
NRF1,TMEM9B
NRF1,TIMP3
NRF1,APOBEC3
NRF1,KDELR3
NRF1,ARID1A
NRF1,ARHGAP1
NRF1,AGPAT4
NRF1,PURB
NRF1,NANOG
NRF1,SEC24D
NRF1,TDH
NRF1,GNA12
NRF1,CRTC3
NRF1,PLEKHF2
NRF1,OTX2
NRF1,VAMP8
NRF1,ERF
NRF1,PTPN14
NRF1,GLDC
NRF1,SMYD2
NRF1,CTDSPL
NRF1,INO80
NRF1,CTR9
NRF1,MED23
NRF1,CHD1
NRF1,SUZ12
NRF1,GLI2
NRF1,IGFBP2
NRF1,COL4A2
NRF1,COL4A1
NRF1,TMEM144
NRF1,PNP
NRF1,GNG10
NRF1,KAT6B
NRF1,SNX7
NRF1,CREB3
NRF1,DUSP6
NRF1,USP7
NRF1,CARHSP1
NRF1,SMAD1
NRF1,SOX2
NRF1,GCNT2
NRF1,CERS4
NRF1,DOCK5
NRF1,DERL1
NRF1,USP16
NRF1,DDX21
NRF1,TUBB2B
NRF1,TRP53
NRF1,L1TD1
NRF1,BTAF1
NRF1,CALM1
NRF1,GLI1
NRF1,RXRA
NRF1,SPNS2
NRF1,SOAT1
NRF1,IHH
NRF1,B4GALT1
NRF1,RUVBL1
NRF1,GNS
NRF1,DPPA2
NRF1,NSL1
NRF1,SUPT16
NRF1,KDM5A
NRF1,MYH9
NRF1,GHR
NRF1,RARA
NRF1,PLOD1
NRF1,UPP1
NRF1,TLE4
NRF1,NODAL
NRF1,GLO1
NRF1,MAN1A2
NRF1,F3
NRF1,PTH1R
NRF1,NCAPG
NRF1,KDM5B
NRF1,TGFBR3
NRF1,LRRC2
NRF1,COL18A1
NRF1,E2F1
NRF1,SETX
NRF1,PHC1
NRF1,GGA2
NRF1,SMC3
NRF1,WDR11
NRF1,UBTF
NRF1,RRN3
NRF1,NIPSNAP1
NRF1,LDLRAP1
NRF1,EDEM1
NRF1,P3H4
NRF1,B4GALNT4
NRF1,TMEM150A
NRF1,LEO1
NRF1,TCF12
NRF1,KAT5
NRF1,SUMO2
NRF1,SH3GLB1
NRF1,TM9SF3
NRF1,RANBP17
NRF1,ADAM19
NRF1,TET2
NRF1,TNKS
NRF1,BNC2
NRF1,BMI1
NRF1,CMKLR1
NRF1,ZFP532
NRF1,SSR3
NRF1,NUCB1
NRF1,SETDB1
NRF1,H13
NRF1,DR1
NRF1,TPD52
NRF1,PCGF2
NRF1,HEATR1
NRF1,DICER1
NRF1,SRGN
NRF1,DDOST
NRF1,TCF3
NRF1,FOXA2
NRF1,N4BP3
NRF1,KDM6A
NRF1,POU5F1
NRF1,CTSZ
NRF1,ETV1
NRF1,COPA
NRF1,MAPK8
NRF1,CREBBP
NRF1,FGF4
NRF1,FKBP5
NRF1,TMED10
NRF1,SLC39A1
NRF1,ILK
NRF1,GFPT2
NRF1,FGF3
NRF1,COPB1
NRF1,IFI30
NRF1,ZMYND8
NRF1,XBP1
NRF1,EP300
NRF1,CDH6
NRF1,PLOD2
NRF1,NASP
NRF1,BMPER
NRF1,PAFAH1B3
NRF1,NIPBL
NRF1,CHST15
NRF1,MYMX
NRF1,FST
NRF1,PFKP
NRF1,ALPL
NRF1,ARHGEF5
NRF1,KDELC2
NRF1,MVB12B
NRF1,ASS1
NRF1,CEMIP
NRF1,PRKAA2
NRF1,DCTPP1
NRF1,AFF3
NRF1,PHF19
NRF1,ELL3
NRF1,RYBP
NRF1,GATA6
NRF1,RCOR1
NRF1,SALL1
NRF1,TCL1
NRF1,EVA1A
NRF1,ACBD3
NRF1,APEX1
NRF1,JAM2
NRF1,SNX2
NRF1,MFSD1
NRF1,GSN
NRF1,FXYD6
NRF1,VSIR
NRF1,LAMB2
NRF1,FRS2
NRF1,GSTA4
NRF1,MED1
NRF1,ANO10
NRF1,SEMA4C
NRF1,CAR2
NRF1,DUSP9
NRF1,DGCR8
NRF1,FBLIM1
NRF1,GATA4
NRF1,RPN2
NRF1,NCOR2
NRF1,DTX1
NRF1,P4HA2
NRF1,LRPAP1
NRF1,RFFL
NRF1,JARID2
NRF1,CCND1
NRF1,ACTL6A
NRF1,CST3
NRF1,PHRF1
NRF1,ITPK1
NRF1,ALDH2
NRF1,GNB2
NRF1,GABARAP
NRF1,TMEM165
NRF1,TFCP2L1
NRF1,MYCN
NRF1,BCLAF3
NRF1,OSBP
NRF1,CHCHD10
NRF1,WDR82
NRF1,NFYB
NRF1,NAA10
NRF1,TCN2
NRF1,PECAM1
NRF1,GOT1
NRF1,PIPOX
NRF1,RUVBL2
NRF1,ZCCHC24
NRF1,MBNL2
NRF1,ZFP459
NRF1,HS3ST1
NRF1,UTF1
NRF1,SFRP1
NRF1,CDK9
NRF1,SERPING1
NRF1,PHLDB2
NRF1,HSPB1
NRF1,TRH
NRF1,TCOF1
NRF1,TIMP2
NRF1,MAFK
NRF1,LY75
NRF1,ADGRA2
NRF1,NACC1
NRF1,ATRX
NRF1,HTATSF1
NRF1,DTX3L
NRF1,KDELR2
NRF1,SMAD2
NRF1,DROSHA
NRF1,OOEP
NRF1,LRRC34
NRF1,SPP1
NRF1,DRAM1
NRF1,ZFHX3
NRF1,SHTN1
NRF1,ZIC2
NRF1,SELENOM
NRF1,SLC7A3
NRF1,GNAI3
NRF1,PITPNC1
NRF1,RRAS2
NRF1,PRDM14
NRF1,CPD
NRF1,DAXX
NRF1,TET1
NRF1,MSH6
NRF1,REEP5
NRF1,DNMT3B
NRF1,SH3PXD2B
NRF1,RIF1
NRF1,EFEMP2
NRF1,COBL
NRF1,PTPN21
NRF1,COBLL1
NRF1,RBPMS2
NRF1,LYN
NRF1,APP
NRF1,UBQLN2
NRF1,CLN6
NRF1,CDC16
NRF1,HCFC1
NRF1,CHD4
NRF1,SOX17
NRF1,DAB2
NRF1,ANXA4
NRF1,GGTA1
NRF1,ALG13
NRF1,GPC6
NRF1,DNAJC10
NRF1,TMEM214
NRF1,SLC39A8
NRF1,ARHGAP29
NRF1,EPOP
NRF1,PDGFRA
NRF1,ZIC3
NRF1,SEC24A
NRF1,GCNT1
NRF1,MSX2
NRF1,FAM114A1
NRF1,PARVA
NRF1,HMGA1B
NRF1,HMGA1
NRF1,TGIF2
NRF1,ITGAV
NRF1,ITGA6
NRF1,SLC15A1
NRF1,STAG2
NRF1,CBFA2T2
NRF1,RBMXL2
NRF1,MSL3
NRF1,FBXW8
NRF1,CRYAB
NRF1,MOV10
NRF1,PML
NRF1,ARHGEF28
NRF1,KDELR1
NRF1,FAM129B
NRF1,LRRC59
NRF1,SERPINH1
NRF1,KRT8
NRF1,GPX3
NRF1,ESRRB
NRF1,TAF2
NRF1,ERAS
NRF1,ARL8A
NRF1,TFE3
NRF1,SPARC
NRF1,HNF1B
NSL1,FBXW8
NSL1,LAMP1
NSL1,CDC16
NSL1,MFSD1
NSL1,WDR11
NSL1,MED23
NSL1,DMAP1
NSL1,TBP
NSL1,PTPN21
NSL1,RUVBL1
NSL1,TMEM30A
NSL1,DDOST
NSL1,COPA
NSL1,RBBP5
NSL1,KDM5A
NSL1,ARHGAP1
NSL1,ATP6V0A1
NSL1,PURB
NSL1,ARFGAP1
NSL1,CDK7
NSL1,GABARAP
NSL1,LRRC59
NSL1,SUPT5
NSL1,PDCD6IP
NSL1,XRCC5
NSL1,SEC24A
NSL1,KDELR1
NSL1,ACTL6A
NSL1,SLC35F5
NSL1,MDN1
NSL1,SSRP1
NSL1,KCTD10
NSL1,KAT5
NSL1,SRSF2
NSL1,CLTC
NSL1,PHF5A
NSL1,ZC3H11A
NSL1,SIRT6
NSL1,FBXO22
NSL1,RUVBL2
NSL1,SMARCA5
NSL1,SMARCAD1
NSL1,HEATR1
NSL1,GNB2
NSL1,USP16
NSL1,TMEM9B
NSL1,MCRS1
NSL1,STT3A
NSL1,DARS
NSL1,PWP1
NSL1,SETDB1
NSL1,2410141K09RIK
NSL1,PPIB
NSL1,COPG1
NSL1,TGOLN1
NSL1,KMT2D
NSL1,GTF2B
NSL1,CALM1
NSL1,RRN3
NSL1,SEC11A
NSL1,GORASP2
OGT,MCRS1
OGT,HSP90AA1
OGT,CBX3
OGT,HSP90AB1
OGT,ZFHX3
OGT,HSPB1
OGT,SMARCA5
OGT,CALM1
OGT,SMARCA4
OGT,VAMP3
OGT,PLOD2
OGT,SETX
OTX2,ALPL
OTX2,HDAC2
OTX2,NFYC
OTX2,IRF2BPL
OTX2,MTF2
OTX2,UBA2
OTX2,KMT2C
OTX2,RBPJ
OTX2,SRSF2
OTX2,FOXH1
OTX2,NANOG
OTX2,CBX5
OTX2,CST3
OTX2,PAFAH1B3
OTX2,MSL2
OTX2,HMGA1B
OTX2,HMGA1
OTX2,SNURF
OTX2,SNRPN
OTX2,CLTC
OTX2,SRSF1
OTX2,LRPAP1
OTX2,OPLAH
OTX2,ZFP428
OTX2,RIF1
OTX2,ADNP
OTX2,PHC1
OTX2,DROSHA
OTX2,KAT6B
OTX2,ARFIP1
OTX2,SMARCA4
OTX2,MYMX
OTX2,SEMA4C
OTX2,MAPKAPK2
OTX2,NRF1
OTX2,TPD52
OTX2,KDM2B
OTX2,NCAPH2
OTX2,LMF2
OTX2,MBD2
OTX2,MPHOSPH8
OTX2,PIPOX
OTX2,SLC7A3
OTX2,SUPT5
OTX2,ELL2
OTX2,IFITM1
OTX2,TFRC
OTX2,DAXX
OTX2,BAZ1B
OTX2,HNRNPL
OTX2,TGIF2
OTX2,SPP1
OTX2,PHF5A
OTX2,ZC3H11A
OTX2,DUSP27
OTX2,KMT2B
OTX2,MED23
OTX2,SH3GLB1
OTX2,VSIR
OTX2,ETV1
OTX2,POU5F1
OTX2,HSP90AB1
OTX2,ZFHX3
OTX2,TET3
OTX2,CTBP2
OTX2,EZH2
OTX2,BRD2
OTX2,KDM4A
OTX2,RAD23B
OTX2,ZFP710
OTX2,DUSP6
OTX2,TCEA3
OTX2,NONO
OTX2,SET
OTX2,MED12
OTX2,CTCF
OTX2,ETV5
OTX2,VAMP8
OTX2,TMEM165
OTX2,MEN1
OTX2,SETDB1
OTX2,ZFP532
OTX2,METTL3
OTX2,DPY30
OTX2,TXNDC12
OTX2,HSPA4
OTX2,KMT2D
OTX2,HIP1
OTX2,KDELC2
OTX2,UPP1
OTX2,ZFP819
OTX2,PRDM14
OTX2,ZMYND8
OTX2,SLC15A1
OTX2,PDIA5
OTX2,CD63
OTX2,STAT3
OTX2,SLC25A4
OTX2,CBX3
OTX2,SMARCA5
OTX2,ACP6
OTX2,VKORC1
OTX2,MAN1A2
OTX2,SUMO2
OTX2,TFE3
OTX2,ARF4
OTX2,MBD3
OTX2,SIN3A
OTX2,CCDC88C
OTX2,ERF
OTX2,HDLBP
OTX2,FABP3
OTX2,GCNT2
OTX2,ARID1A
OTX2,LAMB2
OTX2,FLRT3
OTX2,TBRG1
OTX2,NUCB1
OTX2,B4GALT1
OTX2,TGIF1
OTX2,FUT9
OTX2,2410141K09RIK
OTX2,ZBTB2
OTX2,TMED10
OTX2,ZFP42
OTX2,TRP53
OTX2,TDGF1
OTX2,TGFBR3
OTX2,TRIM28
OTX2,INO80
OTX2,IFITM2
OTX2,ASPH
OTX2,NR5A2
OTX2,NCAPD3
OTX2,IGFBP2
OTX2,ADAM19
OTX2,LPAR2
OTX2,HEATR1
OTX2,RBBP7
OTX2,LAMP1
OTX2,CDC5L
OTX2,GDPD5
OTX2,MOV10
OTX2,TCF3
OTX2,DMAP1
OTX2,ITGAV
OTX2,MED1
OTX2,SOAT1
OTX2,BAZ2A
OTX2,SALL4
OTX2,CDK9
OTX2,JARID2
OTX2,PCOLCE
OTX2,GLMP
OTX2,MYLPF
OTX2,SEPT1
OTX2,RARA
OTX2,UBTF
OTX2,MSH6
OTX2,GORASP2
OTX2,HSPB1
OTX2,KDM4C
OTX2,STX3
OTX2,PDIA3
OTX2,COPB1
OTX2,ZCCHC24
OTX2,YY1
OTX2,KAT8
OTX2,STAG1
OTX2,BASP1
OTX2,PDGFRA
OTX2,MYL6
OTX2,PRDX1
OTX2,KDM6A
OTX2,AARS
OTX2,FHDC1
OTX2,PLEKHF2
OTX2,SOX2
OTX2,GFPT1
OTX2,PDK1
OTX2,PCGF2
OTX2,CBX7
OTX2,CALR
OTX2,SLC39A1
OTX2,CHST15
OTX2,PKNOX1
OTX2,MKRN1
OTX2,CTSL
OTX2,EP300
OTX2,RNF138
OTX2,PSEN1
OTX2,NR4A1
OTX2,KDM2A
OTX2,ZFP143
OTX2,SERPINH1
OTX2,SETD7
OTX2,DARS
OTX2,DOCK5
OTX2,KLHDC3
OTX2,RAF1
OTX2,L1TD1
OTX2,SELENOM
OTX2,AGPAT4
OTX2,OAT
OTX2,SUZ12
OTX2,RNF2
OTX2,TBP
OTX2,SLC16A1
OTX2,ZFP322A
OTX2,ZFP57
OTX2,FRS2
OTX2,ELL
OTX2,CDC42SE2
OTX2,E2F1
OTX2,DCLK2
OTX2,ITGB1
OTX2,ARF5
OTX2,MAX
OTX2,SSRP1
OTX2,PURB
OTX2,XRCC5
OTX2,LRRC34
OTX2,AEBP2
OTX2,HDAC1
OTX2,REEP5
OTX2,CHD1
OTX2,SMARCC1
OTX2,FXYD6
OTX2,FRMD4A
OTX2,RBPMS2
OTX2,CEMIP
OTX2,KANSL3
OTX2,USP16
OTX2,IMPDH2
OTX2,CKAP4
OTX2,GNAS
OTX2,CBX1
OTX2,GSR
OTX2,GTF3C1
OTX2,GLI2
OTX2,IKBIP
OTX2,APAF1
OTX2,CDK7
OTX2,APOBEC3
OTX2,BMI1
OTX2,BTAF1
OTX2,ARHGAP1
OTX2,RUVBL1
OTX2,ARHGAP29
OTX2,RCC2
OTX2,TMEM30A
OTX2,GOT1
OTX2,DICER1
OTX2,FNDC3B
OTX2,E4F1
OTX2,TCF12
OTX2,KRTCAP2
OTX2,HSP90AA1
OTX2,SSR4
OTX2,PTOV1
OTX2,ARFGAP1
OTX2,NPM1
OTX2,CPD
OTX2,CTDSPL
OTX2,PML
OTX2,ALG13
OTX2,MSL1
OTX2,SLC35F5
OTX2,SLC39A7
OTX2,NCAPG
OTX2,AP2A2
OTX2,SDCBP
OTX2,CTSD
OTX2,SMC3
OTX2,SERBP1
OTX2,MCRS1
OTX2,GXYLT1
OTX2,DDB1
OTX2,COPG1
OTX2,CALM1
OTX2,TUBB2B
OTX2,GLIPR2
OTX2,RCOR1
OTX2,CRYAB
OTX2,P4HB
OTX2,NACC1
OTX2,NCOR1
OTX2,EVA1A
OTX2,CDK8
OTX2,SIK1
OTX2,TBX3
OTX2,SOD1
OTX2,KLF4
OTX2,ZFP384
OTX2,RAD21
OTX2,CHD4
OTX2,GTF2B
OTX2,ZFP459
OTX2,KDM5B
OTX2,OGT
OTX2,SELENOS
OTX2,GNAI3
OTX2,POFUT2
OTX2,HIRA
OTX2,EP400
OTX2,ILK
OTX2,MAPK8
OTX2,SELENOW
OTX2,TDG
OTX2,TMED2
OTX2,RTN3
OTX2,PLA2G15
OTX2,LMNB1
OTX2,LAMB1
OTX2,GNB2
OTX2,NSL1
OTX2,TPM4
OTX2,GLO1
OTX2,P4HA1
OTX2,CREBBP
OTX2,CBX8
OTX2,RUVBL2
OTX2,PXDN
OTX2,BNC2
OTX2,ST5
OTX2,BRD9
OTX2,EED
OTX2,ZIC2
OTX2,POLE4
OTX2,ME1
OTX2,UBQLN2
OTX2,LRRC59
OTX2,FBRSL1
OTX2,DGCR8
OTX2,SAP18
OTX2,KDM5A
OTX2,COLGALT1
OTX2,PCBD1
OTX2,ZFP217
OTX2,H13
OTX2,RBBP5
OTX2,GALK1
OTX2,SETD1A
OTX2,DDOST
OTX2,BCLAF3
OTX2,DR1
OTX2,P3H4
OTX2,FN1
OTX2,TRAM1
OTX2,RETREG1
OTX2,UTP14A
OTX2,DCTPP1
OTX2,JAM2
OTX2,ARHGEF5
OTX2,RAP1GDS1
OTX2,YEATS4
OTX2,PRKCE
OTX2,CDC73
OTX2,ZFX
OTX2,ESRRB
OTX2,SSR1
OTX2,RFFL
OTX2,KAT5
OTX2,TMED9
OTX2,KLF2
OTX2,KRT8
OTX2,FGD1
OTX2,SERPING1
OTX2,CALU
OTX2,MOB3B
OTX2,DDX21
OTX2,LTBP4
OTX2,SPNS2
OTX2,BMPER
OTX2,SMAD1
OTX2,QSOX1
OTX2,COPA
OTX2,GSTA4
OTX2,TM9SF3
OTX2,FUT8
OTX2,PCOLCE2
OTX2,CREB3
OTX2,SMAD2
OTX2,SH3PXD2B
OTX2,ATP6V0A1
OTX2,RAB11A
OTX2,ZBTB44
OTX2,MDN1
OTX2,BAG2
OTX2,SFRP1
OTX2,RDM1
OTX2,PLOD2
OTX2,ARID3A
OTX2,ELOB
OTX2,ZYX
OTX2,ARF1
OTX2,MYCN
OTX2,ATRX
OTX2,ANP32A
OTX2,RPN1
OTX2,RER1
OTX2,RASGRP2
OTX2,ABHD5
OTX2,F3
OTX2,CBX2
OTX2,RBMXL2
OTX2,FBXO22
OTX2,PRDM15
OTX2,NOTCH4
OTX2,FBXW8
OTX2,NIPBL
OTX2,LYN
OTX2,UHRF1
OTX2,AMPD2
OTX2,SALL1
OTX2,GFPT2
OTX2,FKBP9
OTX2,RRN3
OTX2,TMEM214
OTX2,CHMP4B
OTX2,PTH1R
OTX2,SIRT6
OTX2,WDR82
OTX2,TGOLN1
OTX2,HSPG2
OTX2,ADAM10
OTX2,L3MBTL3
OTX2,KDM1A
OTX2,SURF4
OTX2,MAP1A
OTX2,HIRIP3
OTX2,NOTUM
OTX2,SUMO1
OTX2,MCAM
OTX2,ENOX1
OTX2,SEC24D
OTX2,HCFC1
OTX2,DTX3L
OTX2,GATA4
OTX2,ARL8A
OTX2,PITPNC1
OTX2,SMC1A
OTX2,ZFP281
OTX2,CPOX
OTX2,APP
OTX2,KCTD10
OTX2,GGA2
OTX2,FGF10
OTX2,PDIA6
OTX2,GSN
OTX2,TMBIM6
OTX2,LRP2
OTX2,BMPR2
OTX2,TAF3
OTX2,ATP6V0E
OTX2,VAMP3
OTX2,APEX1
OTX2,WDR46
OTX2,TMOD3
OTX2,STAG2
OTX2,LRRC58
OTX2,PWP1
OTX2,PARP1
OTX2,SEC24A
OTX2,MFSD1
OTX2,BMP4
OTX2,RARG
OTX2,MSL3
OTX2,SORD
OTX2,ACBD3
OTX2,ITGA6
OTX2,PHLDB2
OTX2,LAMA1
OTX2,BAZ1A
OTX2,LAMC1
OTX2,KDELR1
OTX2,STARD10
OTX2,FAM25C
OTX2,RRBP1
OTX2,CMKLR1
OTX2,CCND1
OTX2,KHDC3
OTX2,B4GALNT4
OTX2,ASS1
OTX2,TMEM150A
OTX2,GATA6
OTX2,PTPN14
OTX2,NELFA
OTX2,AFF3
OTX2,TMEM9B
OTX2,ANK
OTX2,SPOCK1
OTX2,COL27A1
OTX2,LEO1
OTX2,NUP210
OTX2,ARPC2
OTX2,WDR11
OTX2,PLAT
OTX2,ZFP979
OTX2,1700061G19RIK
OTX2,TXNDC5
OTX2,PPIB
OTX2,ANO10
OTX2,TMED3
OTX2,SUPT16
OTX2,SLC39A8
OTX2,RAB3IL1
OTX2,RANBP17
OTX2,ERAS
OTX2,FGF3
OTX2,GDF3
OTX2,ADGRA2
OTX2,SS18
OTX2,CBFA2T2
OTX2,TDH
OTX2,MED26
OTX2,GLI1
OTX2,EDEM1
OTX2,TCN2
OTX2,CAR2
OTX2,BMP1
OTX2,N4BP3
OTX2,FGFR1
OTX2,MYDGF
OTX2,DAP
OTX2,PARVA
OTX2,TAX1BP3
OTX2,EXT2
OTX2,COTL1
OTX2,PTP4A1
OTX2,IFI30
OTX2,ARPC5
OTX2,TET2
OTX2,TMEM59
OTX2,RRAS2
OTX2,CHCHD10
OTX2,BRD4
PARP1,NANOG
PARP1,DERL1
PARP1,SUPT5
PARP1,CXXC1
PARP1,CHMP4B
PARP1,SMARCA5
PCGF2,FGF3
PCGF2,FHDC1
PCGF2,PDGFRA
PCGF2,COL4A2
PCGF2,COL4A1
PCGF2,ESRRB
PCGF2,PRDM14
PCGF2,PTH1R
PCGF2,OSBP
PCGF2,HNF1B
PCGF2,GNAS
PCGF2,IHH
PCGF2,ADGRA2
PCGF2,FST
PCGF2,BMI1
PCGF2,EVA1A
PCGF2,COL27A1
PCGF2,CHST15
PCGF2,COLGALT1
PCGF2,SALL1
PCGF2,L3MBTL3
PCGF2,ZFHX3
PCGF2,APP
PCGF2,SLC39A8
PCGF2,OTX2
PCGF2,LRP2
PCGF2,TGFBR3
PCGF2,GPC6
PCGF2,PRKCE
PCGF2,FOXA2
PCGF2,BMPER
PCGF2,SMARCA2
PCGF2,MAN1A
PCGF2,BMP1
PCGF2,AFF3
PCGF2,JUN
PCGF2,HS3ST1
PCGF2,LAMB1
PCGF2,SETD7
PCGF2,PTPN14
PCGF2,PARVA
PCGF2,SHTN1
PCGF2,BAZ1A
PCGF2,PHF19
PCGF2,OAT
PCGF2,KANSL3
PCGF2,ARHGAP29
PCGF2,TIMP3
PCGF2,SH3PXD2B
PCGF2,CDH6
PCGF2,MSX2
PCGF2,FRMD4A
PCGF2,GATA4
PCGF2,MAPKAPK2
PCGF2,PRDM15
PCGF2,GALNT7
PCGF2,CRTC3
PCGF6,HDAC2
PCGF6,SMARCA5
PKNOX1,AARS
PKNOX1,TMBIM6
PKNOX1,GLO1
PKNOX1,DROSHA
PKNOX1,RPN2
PKNOX1,ANP32A
PKNOX1,MPHOSPH8
PKNOX1,STT3A
PKNOX1,MYH9
PKNOX1,KDM6A
PKNOX1,KAT6B
PKNOX1,FKBP5
PKNOX1,RRBP1
PKNOX1,RCOR1
PKNOX1,OSBP
PKNOX1,PHF5A
PKNOX1,MYLPF
PKNOX1,HIP1
PKNOX1,HNRNPL
PKNOX1,E4F1
PKNOX1,ETV5
PKNOX1,PDIA6
PKNOX1,ZFP143
PKNOX1,GFPT1
PKNOX1,KAT5
PKNOX1,CBX5
PKNOX1,CNOT3
PKNOX1,SLC39A1
PKNOX1,ZFP281
PKNOX1,BAZ1B
PKNOX1,SMARCA2
PKNOX1,RUVBL2
PKNOX1,KLF5
PKNOX1,KDM4A
PKNOX1,JARID2
PKNOX1,ASPH
PKNOX1,GOT1
PKNOX1,MPRIP
PKNOX1,MAN1A
PKNOX1,MBNL2
